game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher
BAL202407110,BAL,CHN,0,0,suara001,steej002
BAL202407120,BAL,NYA,0,0,povic001,coleg001
BAL202407130,BAL,NYA,0,4,rodrg003,gil-l001
BAL202407140,BAL,NYA,0,0,kimbc001,holmc001
BAL202407260,BAL,SDN,0,0,kimbc001,suarr002
BAL202407270,BAL,SDN,0,0,kremd001,kingm002
BAL202407280,BAL,SDN,0,0,perec004,vasqr001
BAL202407291,BAL,TOR,4,0,efliz001,rodry003
BAL202407292,BAL,TOR,1,1,povic001,franb002
BAL202407300,BAL,TOR,1,0,burnc002,bassc001
BAL202407310,BAL,TOR,2,0,rodrg003,espip001
BAL202408130,BAL,WAS,0,2,roget003,irvij001
BAL202408140,BAL,WAS,2,0,kremd001,herzd001
BAL202408150,BAL,BOS,0,0,efliz001,piven001
BAL202408160,BAL,BOS,0,2,burnc002,crisc002
BAL202408170,BAL,BOS,0,0,povic001,bellb002
BAL202408180,BAL,BOS,0,0,suara001,crawk001
BAL202408220,BAL,HOU,0,0,burnc002,arris001
BAL202408230,BAL,HOU,0,0,kimbc001,abreb002
BAL202408240,BAL,HOU,0,1,akink001,valdf001
BAL202408250,BAL,HOU,0,0,smitb005,nerih001
BAL202409020,BAL,CHA,1,2,burnc002,flexc001
BAL202409030,BAL,CHA,3,0,povic001,nastn001
BAL202409040,BAL,CHA,1,1,suara001,cannj001
BAL202409060,BAL,TBA,0,0,kremd001,baz-s001
BAL202409070,BAL,TBA,0,1,efliz001,pepir001
BAL202409080,BAL,TBA,0,0,burnc002,littz001
BAL202409170,BAL,SFN,0,1,suara001,snelb001
BAL202409180,BAL,SFN,0,1,kremd001,birdh001
BAL202409190,BAL,SFN,0,0,sotog003,walkr001
BAL202409200,BAL,DET,2,0,burnc002,holtt002
BAL202409210,BAL,DET,0,0,canoy001,brieb001
BAL202409220,BAL,DET,0,0,suara001,guens001
BOS202404090,BOS,BAL,1,0,bellb002,burnc002
BOS202404100,BOS,BAL,0,0,martc007,baumm001
BOS202404110,BOS,BAL,2,0,campi001,kimbc001
BOS202404120,BOS,ANA,0,3,houct001,detmr001
BOS202404130,BOS,ANA,4,0,weisg001,canng001
BOS202404140,BOS,ANA,2,0,bellb002,andet002
BOS202404150,BOS,CLE,0,0,bernb001,herrt002
BOS202404160,BOS,CLE,0,0,wincj001,clase001
BOS202404170,BOS,CLE,0,0,houct001,liveb001
BOS202404180,BOS,CLE,1,0,crisc002,carrc003
BOS202404260,BOS,CHN,0,0,crawk001,imans001
BOS202404270,BOS,CHN,2,0,slatj002,browb006
BOS202404280,BOS,CHN,1,0,jansk001,leitm002
BOS202404300,BOS,SFN,1,0,crisc002,webbl001
BOS202405010,BOS,SFN,0,0,crawk001,jeffd001
BOS202405020,BOS,SFN,0,0,kellz001,walkr001
BOS202405100,BOS,WAS,0,0,houct001,corbp001
BOS202405110,BOS,WAS,0,0,martc007,garcr008
BOS202405120,BOS,WAS,0,0,bellb002,gorem001
BOS202405130,BOS,TBA,3,3,crawk001,efliz001
BOS202405140,BOS,TBA,0,1,bernb001,rodrm001
BOS202405150,BOS,TBA,1,0,houct001,bradt002
BOS202405160,BOS,TBA,0,0,jansk001,rodrm001
BOS202405240,BOS,MIL,0,0,crawk001,wilsb003
BOS202405250,BOS,MIL,0,0,piven001,rea-c001
BOS202405260,BOS,MIL,0,0,slatj002,pegue001
BOS202405300,BOS,DET,0,0,piven001,flahj002
BOS202405310,BOS,DET,0,1,houct001,maedk001
BOS202406010,BOS,DET,0,1,crisc002,olsor001
BOS202406020,BOS,DET,1,0,boosc001,chafa001
BOS202406040,BOS,ATL,0,0,crawk001,friem001
BOS202406050,BOS,ATL,0,0,piven001,schws001
BOS202406110,BOS,PHI,1,1,crawk001,wheez001
BOS202406120,BOS,PHI,0,2,boosc001,ruizj001
BOS202406130,BOS,PHI,0,0,houct001,nolaa001
BOS202406140,BOS,NYA,0,2,bellb002,gil-l001
BOS202406150,BOS,NYA,3,0,slatj002,rodoc001
BOS202406160,BOS,NYA,0,1,crawk001,strom001
BOS202406240,BOS,TOR,0,0,jansk001,pop-z001
BOS202406250,BOS,TOR,0,0,bellb002,gausk001
BOS202406260,BOS,TOR,0,0,piven001,pop-z001
BOS202406280,BOS,SDN,0,0,piven001,koles001
BOS202406290,BOS,SDN,0,0,houct001,kingm002
BOS202406300,BOS,SDN,2,0,wincj001,waldm003
BOS202407090,BOS,OAK,3,2,bellb002,estej001
BOS202407100,BOS,OAK,0,0,piven001,searj001
BOS202407110,BOS,OAK,3,0,houct001,medil002
BOS202407120,BOS,KCA,0,1,crisc002,ragac001
BOS202407130,BOS,KCA,0,0,crawk001,lugos001
BOS202407140,BOS,KCA,2,1,bellb002,singb001
BOS202407260,BOS,NYA,1,0,hornb002,weavl001
BOS202407270,BOS,NYA,3,3,andec001,holmc001
BOS202407280,BOS,NYA,0,3,houct001,rodoc001
BOS202407290,BOS,SEA,0,0,piven001,gilbl002
BOS202407300,BOS,SEA,0,1,paxtj001,castl003
BOS202407310,BOS,SEA,1,0,kellz001,diazj007
BOS202408090,BOS,HOU,0,1,simsl001,ort-k001
BOS202408100,BOS,HOU,0,1,kellb003,arris001
BOS202408110,BOS,HOU,0,0,simsl001,browh001
BOS202408120,BOS,TEX,0,0,wincj001,garag001
BOS202408130,BOS,TEX,1,0,crawk001,urenj001
BOS202408140,BOS,TEX,0,0,kellz001,festm001
BOS202408230,BOS,ARI,1,2,bellb002,nelsr003
BOS202408240,BOS,ARI,0,0,crawk001,gallz001
BOS202408250,BOS,ARI,1,0,houct001,kellm002
BOS202408260,BOS,TOR,0,0,kellb003,berrj001
BOS202408270,BOS,TOR,3,0,weisg001,rodry003
BOS202408280,BOS,TOR,1,0,bellb002,bassc001
BOS202408290,BOS,TOR,0,0,crawk001,franb002
BOS202409060,BOS,CHA,0,0,kellz001,fostm001
BOS202409070,BOS,CHA,4,2,crisc002,crocg001
BOS202409080,BOS,CHA,0,0,kellz001,ellaf001
BOS202409090,BOS,BAL,1,1,bellb002,povic001
BOS202409100,BOS,BAL,0,1,crawk001,suara001
BOS202409110,BOS,BAL,0,0,weisg001,akink001
BOS202409200,BOS,MIN,0,0,crisc002,blews001
BOS202409221,BOS,MIN,3,0,piven001,lopep002
BOS202409222,BOS,MIN,0,0,crawk001,irvic001
BOS202409270,BOS,TBA,0,0,piven001,bradt002
BOS202409280,BOS,TBA,1,0,crawk001,baz-s001
BOS202409290,BOS,TBA,0,0,prieq001,pepir001
CHA202403280,CHA,DET,0,0,crocg001,skubt001
CHA202403300,CHA,DET,2,3,garcd003,mills001
CHA202403310,CHA,DET,0,0,wilss002,holtt002
CHA202404010,CHA,ATL,0,0,flexc001,mortc002
CHA202404020,CHA,ATL,0,0,crocg001,minta001
CHA202404120,CHA,CIN,0,1,flexc001,abboa001
CHA202404130,CHA,CIN,0,0,crocg001,lodon001
CHA202404140,CHA,CIN,0,0,sorom001,ashcg001
CHA202404150,CHA,KCA,0,0,nastn001,lugos001
CHA202404171,CHA,KCA,0,0,kopem001,anden001
CHA202404172,CHA,KCA,0,0,fedde001,wachm001
CHA202404260,CHA,TBA,0,0,flexc001,efliz001
CHA202404270,CHA,TBA,0,0,garcd003,matop002
CHA202404280,CHA,TBA,0,0,fedde001,littz001
CHA202404290,CHA,MIN,2,0,brebj001,jax-g001
CHA202404300,CHA,MIN,0,0,kopem001,thiec001
CHA202405010,CHA,MIN,2,0,leond003,oberb002
CHA202405090,CHA,CLE,1,0,fedde001,liveb001
CHA202405100,CHA,CLE,0,0,crocg001,carrc003
CHA202405110,CHA,CLE,0,0,hillt002,mcket001
CHA202405120,CHA,CLE,0,0,sorom001,allel003
CHA202405141,CHA,WAS,0,0,brebj001,law-d001
CHA202405142,CHA,WAS,0,0,fedde001,parkm001
CHA202405150,CHA,WAS,0,0,crocg001,corbp001
CHA202405230,CHA,BAL,1,0,clevm001,rodrg003
CHA202405240,CHA,BAL,0,0,brebj001,canoy001
CHA202405250,CHA,BAL,0,0,kopem001,tated001
CHA202405260,CHA,BAL,0,0,crocg001,bradk001
CHA202405270,CHA,TOR,0,0,nastn001,bassc001
CHA202405280,CHA,TOR,0,0,woodj003,gausk001
CHA202405290,CHA,TOR,0,0,flexc001,richt001
CHA202406060,CHA,BOS,0,1,woodj003,houct001
CHA202406070,CHA,BOS,1,0,crocg001,crisc002
CHA202406080,CHA,BOS,0,0,bankt001,bellb002
CHA202406090,CHA,BOS,0,0,sorom001,jansk001
CHA202406180,CHA,HOU,0,0,cannj001,valdf001
CHA202406190,CHA,HOU,0,0,crocg001,browh001
CHA202406200,CHA,HOU,0,1,wilss002,scott004
CHA202406240,CHA,LAN,0,0,wilss002,hudsd001
CHA202406250,CHA,LAN,3,1,flexc001,petem001
CHA202406260,CHA,LAN,0,1,fedde001,stong001
CHA202406270,CHA,ATL,1,0,shusj001,salec001
CHA202406280,CHA,COL,0,0,thord001,hudsd002
CHA202406290,CHA,COL,0,0,bankt001,quanc001
CHA202406300,CHA,COL,0,0,sorom001,beekj001
CHA202407080,CHA,MIN,0,1,shusj001,duraj002
CHA202407101,CHA,MIN,0,0,fedde001,oberb002
CHA202407102,CHA,MIN,0,0,sorom001,okers001
CHA202407120,CHA,PIT,0,0,cannj001,gonzm005
CHA202407130,CHA,PIT,0,1,flexc001,nicok001
CHA202407140,CHA,PIT,1,0,kuhlc001,prieq001
CHA202407260,CHA,SEA,0,8,thord001,kirbg001
CHA202407270,CHA,SEA,0,0,fedde001,snidc001
CHA202407280,CHA,SEA,0,2,crocg001,millb004
CHA202407290,CHA,KCA,1,0,brebj001,strac001
CHA202407300,CHA,KCA,1,0,ellaf001,wachm001
CHA202407310,CHA,KCA,0,1,thord001,singb001
CHA202408090,CHA,CHN,0,3,crocg001,tailj001
CHA202408100,CHA,CHN,0,0,kuhlc001,hodgp001
CHA202408120,CHA,NYA,2,1,toust001,gil-l001
CHA202408130,CHA,NYA,0,0,cannj001,cortn001
CHA202408140,CHA,NYA,0,1,leond003,hillt002
CHA202408230,CHA,DET,0,1,ellaf001,vestw001
CHA202408240,CHA,DET,0,1,bushk001,skubt001
CHA202408250,CHA,DET,2,0,cannj001,sammb001
CHA202408260,CHA,DET,1,0,shusj001,guens001
CHA202408270,CHA,TEX,0,1,flexc001,festm001
CHA202408280,CHA,TEX,2,0,andej005,urenj001
CHA202408290,CHA,TEX,0,0,nastn001,eovan001
CHA202408300,CHA,NYN,1,0,cannj001,megit002
CHA202408310,CHA,NYN,0,3,martd006,quinj001
CHA202409010,CHA,NYN,0,0,crocg001,manas001
CHA202409090,CHA,CLE,0,2,shusj001,cantj002
CHA202409100,CHA,CLE,0,0,cannj001,avilp001
CHA202409110,CHA,CLE,0,2,martd006,sandn001
CHA202409130,CHA,OAK,0,0,crocg001,bassb002
CHA202409140,CHA,OAK,0,0,varlg001,harrh002
CHA202409150,CHA,OAK,3,0,burks001,searj001
CHA202409240,CHA,ANA,0,0,berrp001,strih001
CHA202409250,CHA,ANA,0,0,shusj001,quijj001
