game_id,inputprogvers,visteam,hometeam,date,number,site,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings,scorer,umplf,umprf
SLN194906180,"""version 7RS(19) of 07/07/92""",PHI,SLN,1949/06/18,0,STL07,,0:00PM,night,false,pineb101,gorea901,(none),robbs901,"""Tom Thress,Wayne Townsend""","""David W. Smith,Wayne Townsend""",2014/02/27 6:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,20034,pollh101,simmc101,,,,"""102,208,266,119,276""",,
SLN194906200,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/06/20,0,STL07,,0:00PM,night,false,jordl901,goetl901,(none),dascf901,"""Mark Pankin""","""Mark Pankin""",2013/11/11 5:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,18140,stalg103,kennm101,,,,"""99""",,
SLN194906210,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/06/21,0,STL07,,0:00PM,night,false,goetl901,dascf901,(none),jordl901,"""David W. Smith""","""David W. Smith""",2011/03/12 9:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,195,16513,kosld101,wilkt101,,,,"""104""",,
SLN194906240,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/06/24,0,STL07,,0:00PM,night,false,conlj102,warnl101,(none),stewb901,"""Wayne Townsend""","""Wayne Townsend""",2014/03/13 7:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,166,17998,wilkt101,antoj103,stalg103,,,"""102,208,71,276""",,
SLN194906250,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/06/25,0,STL07,,0:00PM,night,false,warnl101,stewb901,(none),conlj102,"""Bob Kistler""","""Greg Beston""",1994/08/01 9:21PM,unknown,none,0,unknown,-1,unknown,unknown,night,163,25847,sainj101,brech101,pottn102,,,"""115,269""",,
SLN194906260,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/06/26,0,STL07,,0:00PM,day,false,stewb901,conlj102,(none),warnl101,"""David W. Smith""","""David W. Smith""",2012/02/15 10:20AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,22637,mungr101,ellig102,,,,"""276""",,
SLN194906280,"""version 7RS(19) of 07/07/92""",CHN,SLN,1949/06/28,0,STL07,,0:00PM,night,false,goetl901,jordl901,(none),rearb901,"""Bob Kapla""","""Bob Kapla""",2009/01/02 2:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,97,10996,pollh101,chipb101,,,,"""209""",,
SLN194907010,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/07/01,0,STL07,,0:00PM,night,false,balll901,barla901,(none),barrg901,"""DWV""","""DWV""",2013/09/28 1:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,13610,raffk101,brech101,,,,"""240""",,
SLN194907020,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/07/02,0,STL07,,0:00PM,night,false,barla901,barrg901,(none),balll901,"""DWV""","""DWV""",2013/09/28 6:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,16673,vandj101,pollh101,,,,"""240""",,
SLN194907030,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/07/03,0,STL07,,0:00PM,day,false,barrg901,balll901,(none),barla901,"""DWV""","""DWV""",2015/02/17 10:37AM,park,none,96,unknown,-1,dry,none,cloudy,138,15334,stalg103,wehmh101,,,,"""531""",,
SLN194907260,"""version 7RS(19) of 07/07/92""",PHI,SLN,1949/07/26,0,STL07,,0:00PM,night,false,barla901,barrg901,(none),balll901,"""Wayne Townsend""","""Wayne Townsend""",2014/04/09 6:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,21052,brech101,rober102,,,,"""102,208,266,119,276""",,
SLN194907280,"""version 7RS(19) of 07/07/92""",PHI,SLN,1949/07/28,0,STL07,,0:00PM,day,false,balll901,barla901,(none),barrg901,"""Tom Thress/Smith/RWood""","""David W. Smith/RWood""",2014/04/07 12:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,179,14570,braza101,heink101,,,,"""102,208,266,119,276,611""",,
SLN194907290,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/07/29,0,STL07,,10:15PM,night,false,gorea901,robbs901,dascf901,pineb101,,"""Alan Boodman""",1994/12/19 7:58AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,176,30640,,,,,,"""27""",,
SLN194907300,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/07/30,0,STL07,,0:00PM,night,false,robbs901,dascf901,pineb101,gorea901,,"""Alan Boodman""",1994/12/19 10:03AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,131,31614,braza101,palie101,,,,"""27""",,
SLN194907310,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/07/31,0,STL07,,0:00PM,day,false,dascf901,pineb101,gorea901,robbs901,,"""Alan Boodman""",1994/12/19 1:56PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,136,32965,newcd101,stalg103,,,,"""27""",,
SLN194908010,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/08/01,0,STL07,,0:00PM,night,false,rearb901,goetl901,(none),jordl901,"""Bob Kistler""","""Greg Beston""",1994/08/03 4:11PM,unknown,none,0,unknown,-1,unknown,unknown,night,131,17433,spahw101,brech101,,,,"""115""",,
SLN194908020,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/08/02,0,STL07,,0:00PM,night,false,goetl901,jordl901,(none),rearb901,"""Bob Kapla""","""Bob Kapla""",2009/03/20 9:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,16510,mungr101,ellig102,,,,"""209""",,
SLN194908030,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/08/03,0,STL07,,0:00PM,night,false,jordl901,rearb901,(none),goetl901,"""Bob Kistler""","""Greg Beston""",1994/08/04 11:59AM,unknown,none,0,unknown,-1,unknown,unknown,night,125,20256,pollh101,antoj103,,,,"""115""",,
SLN194908040,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/08/04,0,STL07,,0:00PM,day,false,rearb901,goetl901,(none),jordl901,"""Tom Thress/RWood/RWood""","""David W. Smith/RWood/RWood""",2014/03/17 9:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,14712,braza101,sainj101,wilkt101,,,"""102,208,71,115,128""",,
SLN194908050,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/08/05,0,STL07,,0:00PM,night,false,conlj102,warnl101,(none),stewb901,"""Mark Pankin""","""Mark Pankin""",2013/11/23 11:44AM,park,none,0,unknown,-1,unknown,unknown,night,106,25377,stalg103,kennm101,,,,"""103""",,
SLN194908060,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/08/06,0,STL07,,0:00PM,night,false,warnl101,stewb901,(none),conlj102,"""Mark Pankin""","""Mark Pankin""",2013/11/23 4:33PM,park,none,0,unknown,-1,unknown,unknown,night,106,28193,zabaa101,lanim101,,,,"""103""",,
SLN194908070,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/08/07,0,STL07,,0:00PM,day,false,stewb901,conlj102,(none),warnl101,"""David W. Smith""","""David W. Smith""",2012/02/15 8:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,29009,mungr101,hartc102,,,,"""276""",,
SLN194908080,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/08/08,0,STL07,,0:00PM,night,false,barla901,barrg901,(none),balll901,"""DWV""","""DWV""",2013/09/28 1:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,13053,pollh101,petek101,,,,"""240""",,
SLN194908090,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/08/09,0,STL07,,0:00PM,night,false,barrg901,balll901,(none),barla901,"""Comly""","""Comly""",2010/10/17 8:30PM,unknown,none,0,unknown,-1,unknown,unknown,night,126,13750,brech101,vandj101,,,,"""291""",,
SLN194908100,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/08/10,0,STL07,,0:00PM,night,false,balll901,barla901,(none),barrg901,"""DWV""","""DWV""",2013/09/28 6:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,12789,braza101,wehmh101,,,,"""240""",,
SLN194908130,"""version 7RS(19) of 07/07/92""",PIT,SLN,1949/08/13,0,STL07,,0:00PM,night,false,rearb901,goetl901,(none),jordl901,"""DWV/RWood""","""DWV/RWood""",2013/10/14 3:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,25745,dickm101,mungr101,,,,"""276,101""",,
SLN194909030,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/09/03,0,STL07,,0:00PM,night,false,jordl901,goetl901,(none),rearb901,"""Comly/Townsend""","""Comly/Townsend""",2010/10/28 11:35AM,unknown,none,0,unknown,-1,unknown,unknown,night,261,20786,,,,,,"""291""",,
SLN194909041,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/09/04,1,STL07,,0:00PM,day,false,goetl901,rearb901,(none),jordl901,"""Comly""","""Comly""",2010/10/28 11:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,lanim101,raffk101,,,,"""291""",,
SLN194909042,"""version 7RS(19) of 07/07/92""",CIN,SLN,1949/09/04,2,STL07,,0:00PM,day,false,rearb901,jordl901,(none),goetl901,"""Comly""","""Comly""",2010/10/28 12:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,29133,martf101,fanof101,,,,"""291""",,
SLN194909051,"""version 7RS(19) of 07/07/92""",PIT,SLN,1949/09/05,1,STL07,,0:00PM,day,false,jordl901,goetl901,(none),rearb901,"""Bob Kapla""","""Bob Kapla""",2009/01/05 5:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,0,mungr101,dickm101,,,,"""209""",,
SLN194909052,"""version 7RS(19) of 07/07/92""",PIT,SLN,1949/09/05,2,STL07,,0:00PM,day,false,goetl901,rearb901,(none),jordl901,"""Bob Kapla""","""Bob Kapla""",2009/03/20 1:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,32214,lombv101,mungr101,,,,"""209""",,
SLN194909070,"""version 7RS(19) of 07/07/92""",CHN,SLN,1949/09/07,0,STL07,,0:00PM,night,false,rearb901,jordl901,(none),goetl901,"""Comly""","""Comly""",2011/06/10 11:15AM,unknown,none,0,unknown,-1,unknown,unknown,night,147,19454,pollh101,laded101,,,,"""159""",,
SLN194909080,"""version 7RS(19) of 07/07/92""",CHN,SLN,1949/09/08,0,STL07,,0:00PM,night,false,jordl901,goetl901,(none),rearb901,"""Bob Kapla""","""Bob Kapla""",2009/01/02 3:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,13432,brech101,rushb101,,,,"""209""",,
SLN194909130,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/09/13,0,STL07,,0:00PM,night,false,goetl901,jordl901,(none),boggd901,"""Mark Pankin""","""Mark Pankin""",2013/11/24 9:31AM,park,none,0,unknown,-1,unknown,unknown,night,91,16418,mungr101,kosld101,,,,"""103""",,
SLN194909140,"""version 7RS(19) of 07/07/92""",NY1,SLN,1949/09/14,0,STL07,,0:00PM,night,false,jordl901,boggd901,(none),goetl901,"""Mark Pankin""","""Mark Pankin""",2013/11/24 10:17AM,park,none,0,unknown,-1,wet,rain,night,122,10712,brech101,kennm101,,,,"""103""",,
SLN194909160,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/09/16,0,STL07,,0:00PM,night,false,gorea901,robbs901,pineb101,dascf901,"""Comly""","""Comly""",2011/05/29 12:38AM,unknown,none,0,unknown,-1,unknown,unknown,night,138,16676,lanim101,spahw101,wilkt101,,,"""210""",,
SLN194909170,"""version 7RS(19) of 07/07/92""",BSN,SLN,1949/09/17,0,STL07,,0:00PM,day,false,robbs901,dascf901,(none),gorea901,"""David W. Smith""","""David W. Smith""",2012/02/16 9:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,15073,voisb101,braza101,,,,"""276,96""",,
SLN194909180,"""version 7RS(19) of 07/07/92""",PHI,SLN,1949/09/18,0,STL07,,0:00PM,day,false,barrg901,barla901,boggd901,balll901,"""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2011/06/08 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,24319,mungr101,rober102,stalg103,,,"""156,276""",,
SLN194909200,,PHI,SLN,1949/09/20,0,STL07,,0:00PM,day,false,boggd901,balll901,barrg901,barla901,"""Wayne Townsend""","""Wayne Townsend""",2014/04/18 15:46,park,none,0,unknown,-1,unknown,unknown,unknown,118,9642,martf101,heink101,stalg103,,,"""102,276,266""",,
SLN194909211,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/09/21,1,STL07,,0:00PM,day,false,stewb901,conlj102,warnl101,boggd901,,"""Alan Boodman""",1995/01/05 10:01AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,123,31468,lanim101,newcd101,,,,"""27""",,
SLN194909212,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/09/21,2,STL07,,0:00PM,night,false,conlj102,warnl101,boggd901,stewb901,,"""Alan Boodman""",1995/01/05 10:09AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,111,32429,roe-p101,brech101,,,,"""27""",,
SLN194909220,"""version 7RS(19) of 07/07/92""",BRO,SLN,1949/09/22,0,STL07,,0:00PM,night,false,warnl101,boggd901,stewb901,conlj102,,"""Alan Boodman""",1995/01/05 12:14PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,156,30765,hattj101,mungr101,,,,"""27""",,
PIT194904220,"""version 7RS(19) of 07/07/92""",CIN,PIT,1949/04/22,0,PIT06,,2:58PM,day,false,barla901,barrg901,(none),balll901,"""DWV""","""DWV""",2015/02/16 7:07PM,park,none,0,tolf,-1,dry,none,cloudy,161,32167,werlb101,fox-h101,caseh101,,,"""531""",,
PIT194904241,"""version 7RS(19) of 07/07/92""",CIN,PIT,1949/04/24,1,PIT06,,1:30PM,day,false,barrg901,balll901,(none),barla901,"""DWV""","""DWV""",2015/02/17 8:40AM,park,none,41,torf,-1,wet,none,sunny,139,0,gumbh101,caseh101,,,,"""531""",,
PIT194904242,"""version 7RS(19) of 07/07/92""",CIN,PIT,1949/04/24,2,PIT06,,4:10PM,day,false,balll901,barla901,(none),barrg901,"""DWV""","""DWV""",2015/02/17 8:55AM,park,none,40,tolf,-1,wet,none,cloudy,130,24444,chamc102,liveb101,,,,"""531""",,
PIT194904250,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/04/25,0,PIT06,,0:00PM,night,false,barla901,barrg901,(none),balll901,"""Comly""","""Comly""",2011/05/23 2:23PM,unknown,none,0,unknown,-1,unknown,unknown,night,130,35373,sewer101,rushb101,,,,"""284""",,
PIT194905130,"""version 7RS(19) of 07/07/92""",SLN,PIT,1949/05/13,0,PIT06,,0:00PM,night,false,conlj102,warnl101,(none),stewb901,"""Comly""","""Comly""",2011/05/23 3:19PM,unknown,none,0,unknown,-1,unknown,unknown,night,131,34893,caseh101,mungr101,,,,"""284""",,
PIT194905140,"""version 7RS(19) of 07/07/92""",SLN,PIT,1949/05/14,0,PIT06,,0:00PM,day,false,warnl101,stewb901,(none),conlj102,"""Richard Weston/RWood""","""David W. Smith/RWood""",2013/12/21 9:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,18914,pollh101,dickm101,wilkt101,,,"""137,140,102,208,128""",,
PIT194905150,"""version 7RS(19) of 07/07/92""",SLN,PIT,1949/05/15,0,PIT06,,0:00PM,day,false,stewb901,conlj102,(none),warnl101,"""DWV/RWood""","""DWV/RWood""",2013/11/01 8:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,26909,stalg103,werlb101,wilkt101,,,"""149,137,140""",,
PIT194905170,"""version 7RS(19) of 07/07/92""",NY1,PIT,1949/05/17,0,PIT06,,0:00PM,night,false,barrg901,balll901,(none),barla901,"""Comly""","""Comly""",2011/05/24 5:44PM,unknown,none,0,unknown,-1,unknown,unknown,night,129,30450,chesb101,hartc102,,,,"""284""",,
PIT194905180,"""version 7RS(19) of 07/07/92""",NY1,PIT,1949/05/18,0,PIT06,,1:30PM,day,false,balll901,barla901,(none),barrg901,"""Bob Kapla""","""Bob Kapla""",2009/03/13 2:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,14240,muncb101,jansl101,caseh101,,,"""209""",,
PIT194905190,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/05/19,0,PIT06,,0:00PM,day,false,conlj102,warnl101,(none),stewb901,"""Bob Kistler""","""Greg Beston""",1994/05/29 11:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,9586,bickv101,ridde101,,,,"""115""",,
PIT194905200,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/05/20,0,PIT06,,0:00PM,night,false,warnl101,stewb901,(none),conlj102,"""Bob Kistler""","""Greg Beston""",1994/05/29 12:55PM,unknown,none,0,unknown,-1,unknown,unknown,night,139,29807,werlb101,hallb103,,,,"""115""",,
PIT194905210,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/05/21,0,PIT06,,0:00PM,day,false,stewb901,conlj102,(none),warnl101,"""Bob Kistler""","""Greg Beston""",1994/05/29 1:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,16724,spahw101,dickm101,hogub101,,,"""115""",,
PIT194905240,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/05/24,0,PIT06,,0:00PM,night,false,pineb101,robbs901,(none),dascf901,,"""Alan Boodman""",1994/11/29 2:21PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,131,29625,branr103,chesb101,,,,"""27""",,
PIT194905250,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/05/25,0,PIT06,,0:00PM,day,false,gorea901,robbs901,dascf901,pineb101,,"""Alan Boodman""",1994/11/29 4:09PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,137,13988,bantj101,muncb101,,,,"""27""",,
PIT194905301,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/05/30,1,PIT06,,0:00PM,day,false,pineb101,conlj102,(none),robbs901,"""Comly/Townsend""","""Comly/Townsend""",2010/10/17 12:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,0,rushb101,higbk101,,,,"""291""",,
PIT194905302,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/05/30,2,PIT06,,0:00PM,day,false,conlj102,robbs901,(none),pineb101,"""Comly""","""Comly""",2010/10/17 12:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,38089,chesb101,mclic101,muncb101,,,"""291""",,
PIT194906140,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/06/14,0,PIT06,,0:00PM,night,false,dascf901,goetl901,(none),jordl901,"""Comly""","""Comly""",2011/05/24 8:23PM,unknown,none,0,unknown,-1,unknown,unknown,night,153,29639,bonht101,pottn102,,,,"""284""",,
PIT194906150,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/06/15,0,PIT06,,0:00PM,day,false,goetl901,jordl901,(none),dascf901,"""Bob Kistler""","""Greg Beston""",1994/08/01 3:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,166,15048,sewer101,hogub101,,,,"""115""",,
PIT194906160,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/06/16,0,PIT06,,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""Bob Kapla""","""Bob Kapla""",2010/10/12 5:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,12239,bickv101,poatr101,,,,"""286""",,
PIT194906170,"""version 7RS(19) of 07/07/92""",NY1,PIT,1949/06/17,0,PIT06,,0:00PM,night,false,stewb901,warnl101,(none),dascf901,"""Comly""","""Comly""",2011/05/24 10:06PM,unknown,none,0,unknown,-1,unknown,unknown,night,165,32615,bonht101,hartc102,,,,"""284""",,
PIT194906180,,NY1,PIT,1949/06/18,0,PIT06,,0:00PM,day,false,warnl101,dascf901,(none),stewb901,"""Mark Pankin/RWood""","""Mark Pankin/RWood""",2013/12/01 16:21,park,none,91,unknown,-1,unknown,unknown,unknown,178,17752,jones103,ridde101,kosld101,,,"""99,611""",,
PIT194906200,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/06/20,0,PIT06,,0:00PM,night,false,balll901,barla901,(none),barrg901,"""Bob Kapla""","""Bob Kapla""",2008/10/28 5:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,30066,meyer101,werlb101,,,,"""209""",,
PIT194906220,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/06/22,0,PIT06,,0:00PM,day,false,barrg901,balll901,(none),barla901,"""D Lamoureaux""","""D Lamoureaux""",2007/03/09 5:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,8957,lombv101,rober102,,,,"""253""",,
PIT194906230,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/06/23,0,PIT06,,0:00PM,day,false,balll901,barla901,(none),barrg901,"""D Lamoureaux""","""D Lamoureaux""",2007/03/09 6:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,10283,simmc101,ridde101,,,,"""253""",,
PIT194906240,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/06/24,0,PIT06,,0:00PM,night,false,pineb101,gorea901,(none),robbs901,,"""Alan Boodman""",1994/12/07 2:58PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,142,34670,bonht101,barnr103,,,,"""27""",,
PIT194906250,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/06/25,0,PIT06,,0:00PM,day,false,gorea901,robbs901,(none),pineb101,,"""Alan Boodman""",1994/12/07 3:22PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,147,19800,branr103,chesb101,,,,"""27""",,
PIT194906260,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/06/26,0,PIT06,,0:00PM,day,false,robbs901,pineb101,(none),gorea901,,"""Alan Boodman""",1994/12/08 8:49AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,179,39548,newcd101,werlb101,,,,"""27""",,
PIT194906290,"""version 7RS(19) of 07/07/92""",CIN,PIT,1949/06/29,0,PIT06,,0:00PM,day,false,barla901,barrg901,(none),balll901,"""Bob Kapla""","""Bob Kapla""",2010/10/13 8:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,9003,lombv101,eraue101,,,,"""286""",,
PIT194906300,"""version 7RS(19) of 07/07/92""",CIN,PIT,1949/06/30,0,PIT06,,0:00PM,day,false,barrg901,balll901,(none),barla901,"""Bob Kapla""","""Bob Kapla""",2010/10/13 11:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,8283,chamc102,fox-h101,,,,"""286""",,
PIT194907060,"""version 7RS(19) of 07/07/92""",SLN,PIT,1949/07/06,0,PIT06,,0:00PM,night,false,rearb901,goetl901,(none),jordl901,"""Comly""","""Comly""",2011/05/24 11:10PM,unknown,none,0,unknown,-1,unknown,unknown,night,161,32983,dickm101,mungr101,,,,"""284""",,
PIT194907070,"""version 7RS(19) of 07/07/92""",SLN,PIT,1949/07/07,0,PIT06,,0:00PM,day,false,goetl901,jordl901,(none),rearb901,"""Bob Kistler""","""Greg Beston""",2001/07/04 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,15603,bonht101,stalg103,,,,"""115""",,
PIT194907080,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/07/08,0,PIT06,,0:00PM,night,false,barrg901,balll901,(none),barla901,"""Comly""","""Comly""",1999/10/30 6:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,36336,lombv101,leond103,,,,"""126""",,
PIT194907090,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/07/09,0,PIT06,,0:00PM,day,false,balll901,barla901,(none),barrg901,"""Wayne ""","""Wayne Townsend""",2013/10/10 8:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,205,15924,sewer101,kushe101,,,,"""276,101""",,
PIT194907101,"""version 7RS(19) of 07/07/92""",CHN,PIT,1949/07/10,1,PIT06,,0:00PM,day,false,barla901,barrg901,(none),balll901,"""Smith/Stew Thornley""","""David W. Smith""",2014/03/07 3:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,0,rushb101,chesb101,dubim101,,,"""137,140,68,111,276""",,
PIT194907260,,NY1,PIT,1949/07/26,0,PIT06,,0:00PM,night,false,rearb901,goetl901,(none),jordl901,"""Mark Pankin/Smith""","""Mark Pankin/Smith""",2014/02/23 12:00,park,none,0,unknown,-1,unknown,unknown,unknown,117,35041,bonht101,hansa101,,,,"""270""",,
PIT194907270,"""version 7RS(19) of 07/07/92""",NY1,PIT,1949/07/27,0,PIT06,,0:00PM,day,false,goetl901,jordl901,(none),rearb901,"""Mark Pankin""","""Mark Pankin""",2013/11/09 10:56AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,19768,higbk101,chesb101,,,,"""NY Sun""",,
PIT194907280,"""version 7RS(19) of 07/07/92""",NY1,PIT,1949/07/28,0,PIT06,,0:00PM,day,false,jordl901,rearb901,(none),goetl901,"""Mark Pankin/Townsend""","""Mark Pankin/Townsend""",2013/10/30 1:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,12653,jones103,gumbh101,higbk101,,,"""99,276""",,
PIT194907312,"""version 7RS(19) of 07/07/92""",BSN,PIT,1949/07/31,2,PIT06,,0:00PM,day,false,warnl101,stewb901,(none),conlj102,"""DWV""","""DWV""",2013/10/29 7:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,27105,gumbh101,pottn102,,,,"""276""",,
PIT194908010,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/08/01,0,PIT06,,0:00PM,night,false,barrg901,balll901,(none),barla901,,"""Alan Boodman""",1994/12/19 2:06PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,123,29483,branr103,bonht101,,,,"""27""",,
PIT194908020,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/08/02,0,PIT06,,0:00PM,night,false,balll901,barla901,(none),barrg901,,"""Alan Boodman""",1994/12/19 7:53PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,163,27697,barnr103,chesb101,,,,"""27""",,
PIT194908030,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/08/03,0,PIT06,,0:00PM,day,false,barla901,barrg901,(none),balll901,,"""Alan Boodman""",1994/12/20 8:11AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,159,13007,erskc101,ridde101,,,,"""27""",,
PIT194908040,"""version 7RS(19) of 07/07/92""",BRO,PIT,1949/08/04,0,PIT06,,0:00PM,day,false,barrg901,balll901,(none),barla901,,"""Alan Boodman""",1994/12/20 9:34AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,148,14363,newcd101,lombv101,,,,"""27""",,
PIT194908050,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/08/05,0,PIT06,,0:00PM,night,false,pineb101,gorea901,robbs901,dascf901,"""Comly""","""Comly""",2011/05/24 11:55PM,unknown,none,0,unknown,-1,unknown,unknown,night,112,24944,werlb101,rowes101,,,,"""284""",,
PIT194908071,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/08/07,1,PIT06,,0:00PM,day,false,robbs901,dascf901,pineb101,gorea901,"""Comly""","""Comly""",2011/06/05 9:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,boroh101,chamc102,,,,"""247""",,
PIT194908072,"""version 7RS(19) of 07/07/92""",PHI,PIT,1949/08/07,2,PIT06,,0:00PM,day,false,dascf901,pineb101,gorea901,robbs901,"""Tom Thress/RWood""","""David W. Smith/RWood""",2014/03/30 4:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,27928,konsj101,chesb101,rober102,,,"""137,140,266,119,611""",,
